auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.31905931905931906	0	t_nk	reactome	pdac_gse263733				EEF1A1;EEF1B2;EEF1D;EIF1AX;EIF3F;EIF3G;EIF3K;EIF4A1;EIF4A2;FAU;MRPL41;MRPL54;MRPS6;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3	1.557958193909363	4.074796174117993				1.5021932177800752e-19	2.256816101829221e-21	figure4_pathway_top_hits	REACTOME_TRANSLATION	low_specificity_housekeeping_or_infection_proxy	74	3000			True					
0.3408672060357454	0	t_nk	reactome	pdac_gse263733				EEF1A1;EEF1B2;EEF1D;FAU;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38	1.5584935577076398	4.489285925018882				4.481136581989325e-19	6.81637677260348e-21	figure4_pathway_top_hits	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	low_specificity_housekeeping_or_infection_proxy	63	3000			True					
0.3432305276795714	0	t_nk	reactome	pdac_gse263733				FAU;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38;RPL39;RPL41;RPL5	1.5584479382428371	4.538718543646317				4.797613042891665e-19	7.38787360595524e-21	figure4_pathway_top_hits	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	low_specificity_housekeeping_or_infection_proxy	62	3000			True					
0.3355569865463215	0	t_nk	reactome	pdac_gse263733				FAU;MAGOH;RBM8A;RNPS1;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38	1.5595186619593684	4.396465636731591				8.653630624130626e-19	1.3650797604262396e-20	figure4_pathway_top_hits	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	low_specificity_housekeeping_or_infection_proxy	64	3000			True					
0.32893867096321083	0	t_nk	reactome	pdac_gse263733				EIF1AX;EIF3F;EIF3G;EIF3K;EIF4A1;EIF4A2;FAU;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A	1.5593925276528358	4.316104789850105				1.283854251077667e-18	2.0734547529141663e-20	figure4_pathway_top_hits	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	low_specificity_housekeeping_or_infection_proxy	66	3000			True					
0.32757792650430684	0	t_nk	reactome	pdac_gse263733				CALR;FAU;HSP90AA1;KPNA2;NUP210;POLR2A;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL	1.5567631393054597	4.432993053656184				1.8050204720940767e-18	2.9490475318720125e-20	figure4_pathway_top_hits	REACTOME_INFLUENZA_INFECTION	low_specificity_housekeeping_or_infection_proxy	66	3000			True					
0.3429393424036281	0	t_nk	reactome	pdac_gse263733				FAU;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38;RPL39;RPL41;RPL5	1.559729534215579	4.57526269449542				1.888977003538158e-18	3.15716344253326e-20	figure4_pathway_top_hits	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	background_significant_pathway	60	3000			True					
0.3429393424036281	0	t_nk	reactome	pdac_gse263733				FAU;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38;RPL39;RPL41;RPL5	1.559729534215579	4.57526269449542				1.888977003538158e-18	3.15716344253326e-20	figure4_pathway_top_hits	REACTOME_SELENOAMINO_ACID_METABOLISM	background_significant_pathway	60	3000			True					
0.32369967569354074	0	t_nk	reactome	pdac_gse263733				CSNK1D;FAU;IMP3;NCL;NOP56;PWP2;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL	1.5600037207752695	4.2889344774073725				4.724828527313564e-18	7.985625679966588e-20	figure4_pathway_top_hits	REACTOME_RRNA_PROCESSING	background_significant_pathway	66	3000			True					
0.3311694371857089	0	t_nk	reactome	pdac_gse263733				ATP6V1G2;FAU;NPRL2;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A;RPL28;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36AL;RPL37;RPL38;RPL39	1.5606686906864355	4.433483532689992				8.835383397805926e-18	1.5098965055405432e-19	figure4_pathway_top_hits	REACTOME_CELLULAR_RESPONSE_TO_STARVATION	background_significant_pathway	62	3000			True					
0.34914943882810145	0	t_nk	reactome	pdac_gse263733				B2M;CD160;CD200R1;CD226;CD247;CD300A;CD3D;CD3E;CD3G;CD81;CD8A;CD8B;CD96;CD99;CLEC2B;CLEC2D;CRTAM;FCGR3A;HCST;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;ICAM3;IFITM1;IGKV3-20;IGLV2-14;IGLV3-1;ITGA4	1.5062426336057178	7.947614170329751				5.837170441048214e-17	1.019449485478843e-18	figure4_pathway_top_hits	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	background_significant_pathway	53	3000			True					
0.2789540112673231	0	t_nk	reactome	pdac_gse263733				AIP;ANXA1;BCL2;BOLA2;CAPZA1;CASP8;CCL4;CCL5;CCR5;CDC42;CFL1;CISH;CNN2;CNTF;FASLG;FYN;GATA3;HMGB1;HNRNPA2B1;HNRNPDL;HNRNPF;HSP90AA1;HSPA8;IFNG;IFNL1;IL10RA;IL12RB1;IL12RB2;IL16;IL17C	1.5319662132514915	4.7541851462887195				1.3627558650859962e-16	2.4056159871940593e-18	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_INTERLEUKINS	background_significant_pathway	82	3000			True					
0.36950634364605106	0	t_nk	reactome	pdac_gse263733				AKT3;B2M;FAU;G3BP2;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HSP90AA1;JAK1;KPNA2;MAP1LC3B;NUP210;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A	1.5453217885596962	6.4182614969170615				1.5443001728778276e-16	2.7550895102984715e-18	figure4_pathway_top_hits	REACTOME_SARS_COV_2_HOST_INTERACTIONS	low_specificity_housekeeping_or_infection_proxy	46	3000			True					
0.32918730737819746	0	t_nk	reactome	pdac_gse263733				AKT3;B2M;CHMP4A;DDX5;FAU;G3BP2;HAVCR1;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HSP90AA1;ISCU;JAK1;KPNA2;MAP1LC3B;MGAT4A;NUP210;OST4;PARP8;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2	1.5404750478349187	5.728114499743178				3.2141706897194527e-16	5.915281269342843e-18	figure4_pathway_top_hits	REACTOME_SARS_COV_2_INFECTION	low_specificity_housekeeping_or_infection_proxy	57	3000			True					
0.2821565840046333	0	t_nk	reactome	pdac_gse263733				AKT3;ARID4B;ATP1A3;ATP1B3;B2M;CD79B;CHMP4A;DDX5;EEF1A1;FAU;G3BP2;HAVCR1;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HNRNPA1;HSP90AA1;IGKV3-20;IGLV2-14;IGLV3-1;ISCU;ITGA4;JAK1;JAK3;KPNA2;MAP1LC3B;MGAT4A;NPM1	1.537518475853636	4.711430843835935				3.40493658106807e-16	6.330304629591341e-18	figure4_pathway_top_hits	REACTOME_SARS_COV_INFECTIONS	low_specificity_housekeeping_or_infection_proxy	78	3000			True					
0.29426569553844706	0	t_nk	reactome	pdac_gse263733				ACTB;AKAP13;ARAP2;ARHGAP15;ARHGAP25;ARHGAP30;ARHGAP4;ARHGAP9;ARHGDIB;ARHGEF1;ARHGEF18;ARHGEF3;ARHGEF6;CAPZB;CDC42;CDC42EP3;CDC42SE2;CSK;CYBA;CYFIP2;DEF6;DIAPH1;DOCK10;DOCK11;DOCK2;DOCK8;EFHD2;ESYT1;FAM169A;FGD3	1.5597750017990135	4.180000898414764				1.1896641533249394e-15	2.3011344186379113e-17	figure4_pathway_top_hits	REACTOME_RHO_GTPASE_CYCLE	background_significant_pathway	69	3000			True					
0.26206174940352156	0	t_nk	reactome	pdac_gse263733				ADAM8;ADGRE5;ADGRG3;APRT;ARHGAP9;ARPC5;ATP8A1;ATP8B4;B2M;B4GALT1;BIN2;CD300A;CD47;CD53;CDK13;CEACAM3;CHRNB4;CNN2;CRACR2A;CTSC;CXCR1;CXCR2;CYBA;DDX3X;DIAPH1;DOCK2;EEF1A1;FCGR3B;FGR;GLIPR1	1.548566538916045	4.33325453262244				7.151368354362984e-14	1.5309971688213712e-15	figure4_pathway_top_hits	REACTOME_NEUTROPHIL_DEGRANULATION	background_significant_pathway	77	3000			True					
0.2583073785605431	0	t_nk	reactome	pdac_gse263733				AGXT;AMD1;AMDHD1;CARNS1;DCT;DIO2;FAU;GLDC;GLS;HDC;OAZ1;PNMT;PPM1K;PSMA7;PSMB6;RPL10;RPL10A;RPL11;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18A;RPL19;RPL21;RPL23A;RPL26;RPL27;RPL27A	1.5649130567063947	3.7127237339056545				1.7270442996155504e-13	3.762199788833875e-15	figure4_pathway_top_hits	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	background_significant_pathway	77	3000			True					
0.3329783798745233	0	t_nk	reactome	pdac_gse263733				CHMP4A;DDX5;EEF1A1;FAU;HNRNPA1;KPNA2;MAP1LC3B;NPM1;PARP8;PPIA;PPIB;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3	1.5748890016132813	4.653379624878818				5.565400601901768e-13	1.275077696585945e-14	figure4_pathway_top_hits	REACTOME_SARS_COV_1_INFECTION	low_specificity_housekeeping_or_infection_proxy	44	3000			True					
0.18963990100230033	0	t_nk	reactome	pdac_gse263733				AKT3;ATM;AUTS2;AXIN1;BAX;BGLAP;BRD2;BTG1;BTG2;CALM1;CAMK2B;CAMK4;CBX6;CCND2;CCND3;CCNH;CDK13;CDK5R1;CDKN1B;CNOT2;CNOT6L;DDIT4;DEK;DLX6;ELF1;ELF2;EPC1;ESR2;FASLG;GATA3	1.5511323151558472	3.071159129832214				1.254470439358049e-12	2.968324419889468e-14	figure4_pathway_top_hits	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	background_significant_pathway	136	3000			True					
0.3505410640036959	0	t_nk	reactome	pdac_gse263733				EEF1A1;FAU;HNRNPA1;KPNA2;NPM1;PPIA;PPIB;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS6;RPS7	1.5805796855783303	4.6958832521187635				1.7891150116522066e-12	4.2669973047855447e-14	figure4_pathway_top_hits	REACTOME_SARS_COV_1_HOST_INTERACTIONS	low_specificity_housekeeping_or_infection_proxy	38	3000			True					
0.19699182433401574	0	t_nk	reactome	pdac_gse263733				ACTB;ANGPT2;APBB1IP;APOB;ARRB2;ATP1B3;ATP2A3;ATP2B4;CALM1;CAPZA1;CAPZB;CD2;CD244;CD47;CD48;CD99;CDC42;CEACAM3;CFL1;CSK;CTSW;DGKB;DGKD;DGKZ;DOCK10;DOCK11;DOCK2;DOCK8;DOK2;F2	1.5152168278942824	4.48191596544787				8.429069637572562e-11	2.2160934258406737e-12	figure4_pathway_top_hits	REACTOME_HEMOSTASIS	background_significant_pathway	106	3000			True					
0.2838920047856486	0	t_nk	reactome	pdac_gse263733				ACTB;ACTR3;ARPC2;ARPC3;ARPC4;ARPC5;BUB3;CALM1;CDC42;CDKN1B;CENPC;CENPI;CFL1;CYBA;CYFIP2;DIAPH1;EVL;FLNA;FMNL1;IQGAP1;IQGAP2;KIF2A;MAPK1;MYH9;MYL12B;MYL6;NCKAP1L;PAFAH1B1;PFN1;PIN1	1.5641075475810469	4.988555496976692				1.3897979360876564e-10	3.706127829567083e-12	figure4_pathway_top_hits	REACTOME_RHO_GTPASE_EFFECTORS	background_significant_pathway	49	3000			True					
0.3738896986458372	0	t_nk	reactome	pdac_gse263733				EEF1A1;FAU;HNRNPA1;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS6;RPS7;RPSA	1.5860641655329524	5.3611788197799966				3.3110792299318856e-10	9.016084288077435e-12	figure4_pathway_top_hits	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	low_specificity_housekeeping_or_infection_proxy	27	3000			True					
0.347890568128728	0	t_nk	reactome	pdac_gse263733				CD101;CD247;CD3D;CD3E;CD3G;CSK;EVL;GRAP2;HLA-DPA1;HLA-DPB1;INPP5D;ITK;LAT;LCK;LCP2;PIK3R1;PLCG1;PRKCQ;PSMA7;PSMB6;PTPN22;PTPRC;RPS27A;SKP1;TRAT1;UBA52;UBB;UBC;UBE2D2;WAS	1.5693215674633814	6.4775760795079895				3.840067935614412e-10	1.0672864872693577e-11	figure4_pathway_top_hits	REACTOME_TCR_SIGNALING	manuscript_interpretable_candidate	31	3000			True					
0.347890568128728	0	t_nk	reactome	pdac_gse263733				CD101;CD247;CD3D;CD3E;CD3G;CSK;EVL;GRAP2;HLA-DPA1;HLA-DPB1;INPP5D;ITK;LAT;LCK;LCP2;PIK3R1;PLCG1;PRKCQ;PSMA7;PSMB6;PTPN22;PTPRC;RPS27A;SKP1;TRAT1;UBA52;UBB;UBC;UBE2D2;WAS	1.5693215674633814	6.4775760795079895				3.840067935614412e-10	1.0672864872693577e-11	figure4_pathway_interpretable_hits	REACTOME_TCR_SIGNALING	manuscript_interpretable_candidate	31	3000			True					
0.3668012108980827	0	t_nk	reactome	pdac_gse263733				FAU;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS6;RPS7;RPSA;SNRPB;SNRPD2	1.5873736846710256	5.216986212465498				7.614579133498037e-10	2.1449518685909965e-11	figure4_pathway_top_hits	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	low_specificity_housekeeping_or_infection_proxy	27	3000			True					
0.338584730386032	0	t_nk	reactome	pdac_gse263733				EIF1AX;EIF3F;EIF3G;EIF3K;EIF4A1;EIF4A2;FAU;RPS10;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS6;RPS7	1.5871320067548547	4.771795619624637				1.2450482766362398e-09	3.577321808926661e-11	figure4_pathway_top_hits	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	background_significant_pathway	31	3000			True					
0.2533539126408396	0	t_nk	reactome	pdac_gse263733				ABHD17A;ACTB;APBB1IP;ARRB2;CALM1;CAMK2B;CCND3;CDC42;CDC42EP3;CNKSR2;CSK;DNAJB1;DUSP2;FGF10;FGF17;FGF22;FLT3LG;FYN;IL2;IL2RB;IL2RG;IL5RA;IQGAP1;JAK1;JAK3;KIT;KLB;LAT;MAP2K2;MAPK1	1.5574171062422906	4.973222079636021				1.6886437169971738e-09	4.915300960273463e-11	figure4_pathway_top_hits	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	background_significant_pathway	55	3000			True					
0.2616169491525424	0	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;EIF4A1;EIF4A2;FLNA;GBP4;GBP5;GBP6;HLA-A;HLA-B;HLA-C;HLA-DPA1;HLA-DPB1;HLA-E;HLA-F;HSPA5;HSPA8;IFITM1;IFITM2;IFNG;IRF1;IRF2;IRF4;IRF9;ISG20;JAK1;KPNA2;MAPK1;NCAM1;NPM1	1.562543578979054	5.012340685506351				3.082357297497798e-09	9.145773765345581e-11	figure4_pathway_top_hits	REACTOME_INTERFERON_SIGNALING	manuscript_interpretable_candidate	50	3000			True					
0.2616169491525424	0	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;EIF4A1;EIF4A2;FLNA;GBP4;GBP5;GBP6;HLA-A;HLA-B;HLA-C;HLA-DPA1;HLA-DPB1;HLA-E;HLA-F;HSPA5;HSPA8;IFITM1;IFITM2;IFNG;IRF1;IRF2;IRF4;IRF9;ISG20;JAK1;KPNA2;MAPK1;NCAM1;NPM1	1.562543578979054	5.012340685506351				3.082357297497798e-09	9.145773765345581e-11	figure4_pathway_interpretable_hits	REACTOME_INTERFERON_SIGNALING	manuscript_interpretable_candidate	50	3000			True					
0.27385748554557754	0	t_nk	reactome	pdac_gse263733				BCAS2;C9ORF78;CCDC12;DDX46;DDX5;DNAJC8;FUS;HNRNPA1;HNRNPA2B1;HNRNPC;HNRNPF;HNRNPH1;HNRNPM;HNRNPR;HSPA8;IK;MAGOH;NUP210;NXT1;POLR2A;RBM25;RBM39;RBM8A;RNPS1;SAP18;SF1;SF3B1;SF3B2;SF3B5;SNRPB	1.5882347828474814	3.756785776508464				5.959142073559354e-09	1.8464947270183913e-10	figure4_pathway_top_hits	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	background_significant_pathway	44	3000			True					
0.20859358125134997	0	t_nk	reactome	pdac_gse263733				AAK1;ACTB;ACTR3;ADRB2;AKT3;APOB;ARF6;ARPC2;ARPC3;ARPC4;ARPC5;ARRB2;BIN1;CALM1;CAPZA1;CAPZB;CD3D;CD3G;CHMP4A;CNIH2;CSNK1D;CTSC;CYTH1;CYTH4;DCTN3;DENND1C;DENND2D;DNAJC6;FNBP1;GJA5	1.5789963674693968	3.1991475497764585				7.018795644854809e-09	2.2011997609216022e-10	figure4_pathway_top_hits	REACTOME_MEMBRANE_TRAFFICKING	background_significant_pathway	76	3000			True					
0.20246713701539165	0	t_nk	reactome	pdac_gse263733				AKT3;ATM;ATRX;BUB3;CCND2;CCND3;CCNH;CDKN1B;CDKN2D;CENPC;CENPI;CEP78;CHMP4A;CSNK1D;DBF4;DCTN3;DMC1;EML4;FKBP6;HAUS3;HSP90AA1;KIF2A;LBR;LPIN1;MAPK1;MSH4;NPM1;NUP210;OFD1;OPTN	1.588840617418664	2.788824463669115				1.335998068251373e-08	4.3153364833659374e-10	figure4_pathway_top_hits	REACTOME_CELL_CYCLE	background_significant_pathway	78	3000			True					
0.2711895102868733	0	t_nk	reactome	pdac_gse263733				BCAS2;C9ORF78;CCDC12;DDX46;DDX5;DNAJC8;FUS;HNRNPA1;HNRNPA2B1;HNRNPC;HNRNPF;HNRNPH1;HNRNPM;HNRNPR;HSPA8;IK;MAGOH;POLR2A;RBM25;RBM39;RBM8A;RNPS1;SAP18;SF1;SF3B1;SF3B2;SF3B5;SNRPB;SNRPB2;SNRPD2	1.5894081395725828	3.7774122716149403				1.987311060517384e-08	6.605710003973277e-10	figure4_pathway_top_hits	REACTOME_MRNA_SPLICING	background_significant_pathway	42	3000			True					
0.30888329683288407	0	t_nk	reactome	pdac_gse263733				ARAP2;ARHGAP15;ARHGAP25;ARHGAP30;ARHGAP4;ARHGAP9;ARHGDIB;ARHGEF18;ARHGEF6;CDC42;CYBA;CYFIP2;DEF6;DOCK10;DOCK11;DOCK2;DOCK8;ESYT1;FMNL1;IQGAP1;IQGAP2;LBR;NCKAP1L;PIK3R1;PKN1;PREX1;SH3BP1;TAGAP;TAOK3;VAV3	1.592988158211255	4.129116834141314				2.308468693754733e-08	7.716571408231784e-10	figure4_pathway_top_hits	REACTOME_RAC1_GTPASE_CYCLE	background_significant_pathway	32	3000			True					
0.2536079428781405	0	t_nk	reactome	pdac_gse263733				ASB2;B2M;CALR;CBLB;CD207;CYBA;GLMN;HERC1;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HMGB1;HSPA5;KLHL11;LNPEP;MIB2;MYLIP;PDIA3;PSMA7;PSMB10;PSMB6;PSMB8;PSMB9;PSME1;PSME2;RNF115;RNF19A;RNF213	1.568843427505262	4.836722358308257				3.0163419129825476e-08	1.0196085339659315e-09	figure4_pathway_top_hits	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	manuscript_interpretable_candidate	47	3000			True					
0.2536079428781405	0	t_nk	reactome	pdac_gse263733				ASB2;B2M;CALR;CBLB;CD207;CYBA;GLMN;HERC1;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HMGB1;HSPA5;KLHL11;LNPEP;MIB2;MYLIP;PDIA3;PSMA7;PSMB10;PSMB6;PSMB8;PSMB9;PSME1;PSME2;RNF115;RNF19A;RNF213	1.568843427505262	4.836722358308257				3.0163419129825476e-08	1.0196085339659315e-09	figure4_pathway_interpretable_hits	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	manuscript_interpretable_candidate	47	3000			True					
0.34296470588235295	0	t_nk	reactome	pdac_gse263733				B2M;CALR;CD207;CYBA;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HMGB1;LNPEP;PDIA3;PSMA7;PSMB10;PSMB6;PSMB8;PSMB9;PSME1;PSME2;RPS27A;TAP1;TAPBP;UBA52;UBB;UBC	1.5703740501369372	7.530311724245548				4.284343657686133e-08	1.4740908564135805e-09	figure4_pathway_top_hits	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	manuscript_interpretable_candidate	25	3000			True					
0.34296470588235295	0	t_nk	reactome	pdac_gse263733				B2M;CALR;CD207;CYBA;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HMGB1;LNPEP;PDIA3;PSMA7;PSMB10;PSMB6;PSMB8;PSMB9;PSME1;PSME2;RPS27A;TAP1;TAPBP;UBA52;UBB;UBC	1.5703740501369372	7.530311724245548				4.284343657686133e-08	1.4740908564135805e-09	figure4_pathway_interpretable_hits	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	manuscript_interpretable_candidate	25	3000			True					
0.3285183939405265	0	t_nk	reactome	pdac_gse263733				ARAP2;ARHGAP30;ARHGAP4;ARHGAP9;ARHGDIB;ARHGEF6;CDC42;CDC42EP3;CDC42SE2;DEF6;DOCK10;DOCK11;DOCK8;FGD3;FMNL1;FNBP1;GOLGA8R;IQGAP1;IQGAP2;LBR;PIK3R1;PREX1;STOM;TAGAP;VAV3;WAS;WIPF1	1.5926748324555884	4.633270939743078				5.0323654575414624e-08	1.7577839908032152e-09	figure4_pathway_top_hits	REACTOME_CDC42_GTPASE_CYCLE	background_significant_pathway	27	3000			True					
0.1990934030407715	0	t_nk	reactome	pdac_gse263733				ACTB;AKT3;APBB1IP;ARRB2;AXIN1;BIN2;CALM1;CAMK2B;CDKN1B;CNKSR2;CSK;DHH;DKK2;DNMT1;EML4;ESR2;FAM131B;FGF10;FGF17;FGF22;FGFR1OP2;FLT3LG;FYN;GZMB;HSP90AA1;IL10RA;IQGAP1;IRF4;JUNB;KAT2B	1.5601682471221545	3.98740947546085				5.818095988984617e-08	2.0759403528771404e-09	figure4_pathway_top_hits	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	background_significant_pathway	74	3000			True					
0.14298351657522457	0	t_nk	reactome	pdac_gse263733				ACTB;ADAMTS10;ADAMTS17;ADAMTS3;ADAMTSL2;ADAMTSL3;ADRB2;AGTPBP1;ALPI;APOB;ARRB2;ART4;ASB2;ATXN7;AXIN1;B3GNT7;B4GALT1;BGLAP;CALM1;CALR;CAPZA1;CAPZB;CD52;CISH;CNIH2;COMMD6;CSNK1D;CTSC;DCTN3;DDX5	1.5811158989510758	2.3754893371163783				5.858539077727417e-08	2.1123746533777726e-09	figure4_pathway_top_hits	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	low_specificity_housekeeping_or_infection_proxy	147	3000			True					
0.23605312597849915	0	t_nk	reactome	pdac_gse263733				APBB1IP;ARRB2;CALM1;CDC42;CFL1;CSK;CTSW;DGKB;DGKD;DGKZ;F2;F2R;FERMT3;FLNA;FYN;GNAI2;GNG2;GNG8;GNGT2;GP1BA;GP9;HSPA5;KNG1;LAT;LCK;LCP2;MANF;MAPK1;ORM2;PFN1	1.5521459081131217	5.4691241374239326				6.200327003828418e-08	2.258898476512137e-09	figure4_pathway_top_hits	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	background_significant_pathway	52	3000			True					
0.3781208053691275	0	t_nk	reactome	pdac_gse263733				HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;IFITM1;IFITM2;IRF1;IRF2;IRF4;IRF9;ISG20;JAK1;OASL;PSMB8;RPS27A;SOCS1;UBA52;UBB;UBC	1.5769204407470963	8.044883941859007				6.404615922714262e-08	2.3573797574685355e-09	figure4_pathway_top_hits	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	manuscript_interpretable_candidate	20	3000			True					
0.3781208053691275	0	t_nk	reactome	pdac_gse263733				HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;IFITM1;IFITM2;IRF1;IRF2;IRF4;IRF9;ISG20;JAK1;OASL;PSMB8;RPS27A;SOCS1;UBA52;UBB;UBC	1.5769204407470963	8.044883941859007				6.404615922714262e-08	2.3573797574685355e-09	figure4_pathway_interpretable_hits	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	manuscript_interpretable_candidate	20	3000			True					
